Variable:,pr
,"United States",Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,"District of Columbia",Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,"New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota",Ohio,Oklahoma,Oregon,Pennsylvania,"Rhode Island","South Carolina","South Dakota",Tennessee,Texas,Utah,Vermont,Virginia,Washington,"West Virginia",Wisconsin,Wyoming
2012,677.78,1364.41,581.92,253.87,1062.66,599.05,259.92,1161.07,1080.93,970.05,1528.88,1109.04,1333.44,480.61,817.27,931.88,660.69,522.06,1193.04,1547.81,1088.13,1043.72,1131.11,782.80,643.00,1415.71,797.67,359.30,403.83,254.72,1080.38,1164.66,235.55,1039.39,1145.61,399.96,927.77,720.99,924.40,1043.58,1165.63,1080.08,372.66,1260.73,682.03,281.07,1067.89,1002.62,1204.13,1075.00,763.12,220.49
2013,765.43,1754.32,599.56,309.60,1392.04,202.54,434.31,1241.11,1219.02,1158.44,1592.51,1617.18,1544.75,387.35,1144.07,1219.67,874.02,757.45,1516.73,1550.63,1269.99,1215.73,1219.37,993.41,799.31,1647.90,1116.65,437.75,624.79,188.29,1229.84,1273.38,314.97,1184.06,1448.98,628.97,1110.94,1033.01,489.97,1221.07,1224.24,1511.17,601.03,1726.81,688.41,317.08,1210.63,1236.48,806.77,1293.81,946.98,366.79
2014,738.72,1416.13,560.65,238.70,1145.76,505.96,469.63,1366.25,1173.93,1084.46,1553.73,1307.77,1871.46,545.41,1119.57,1132.55,1000.36,695.99,1331.20,1281.41,1264.21,1151.12,1324.89,922.97,805.51,1381.62,1101.28,431.34,671.29,235.89,1236.11,1292.41,356.91,1132.63,1343.32,470.36,1041.19,755.36,812.95,1149.08,1396.46,1262.92,536.46,1402.46,569.04,325.08,1189.57,1176.78,1106.54,1227.79,936.57,378.96
2015,826.69,1672.74,589.07,400.31,1603.57,395.64,545.22,1149.22,1213.91,1165.31,1563.47,1448.55,1580.20,456.43,1211.97,1242.60,1036.90,895.79,1499.08,1781.29,1082.06,1214.08,1116.06,819.58,806.24,1658.00,1324.95,386.10,722.30,279.06,1080.95,1237.13,525.05,1078.94,1461.61,498.85,1104.11,1179.33,723.75,1149.72,1146.60,1409.44,622.78,1612.05,979.12,372.01,1078.26,1250.57,1032.29,1293.36,894.28,389.76
2016,746.82,1261.04,548.64,287.98,1139.73,620.88,448.63,1043.93,1063.11,1016.89,1430.94,1071.16,1734.88,474.46,1080.98,1110.58,979.94,814.06,1238.05,1473.66,1100.43,1057.30,1008.63,920.87,848.89,1396.25,1098.56,426.47,674.31,272.28,944.92,1091.02,335.29,943.48,1291.81,547.09,1003.79,843.14,859.65,1006.22,1056.03,1148.06,547.53,1226.50,816.71,325.26,914.40,1102.45,1164.06,1115.14,973.56,369.09
2017,777.23,1685.51,587.23,234.93,1249.50,644.99,427.87,1299.58,1169.97,1038.76,1649.18,1448.99,1754.00,584.43,1000.27,1188.78,892.03,835.40,1401.00,1523.82,1207.79,1137.20,1283.99,969.87,718.03,1614.97,1073.58,404.78,678.09,264.03,1232.20,1280.24,366.36,1231.68,1311.88,400.07,1184.02,915.98,877.39,1233.88,1309.58,1345.45,454.82,1513.45,671.41,289.50,1209.67,1102.42,1236.00,1231.47,906.32,350.93
2018,822.17,1703.04,581.01,285.15,1528.75,485.24,397.77,1629.48,1633.92,1558.98,1582.74,1541.14,2043.08,492.60,1213.48,1347.31,1038.43,766.99,1702.01,1683.34,1251.38,1623.00,1552.82,1010.31,758.69,1676.90,1123.67,439.94,731.68,249.94,1386.58,1699.43,346.48,1307.53,1721.72,505.03,1332.78,985.05,639.39,1468.97,1664.12,1523.05,605.89,1767.58,754.21,284.81,1332.68,1597.18,954.76,1681.65,1042.51,375.73
2019,834.45,1478.92,608.23,321.54,1573.81,707.15,469.59,1425.47,1176.96,1074.19,1582.74,1293.71,1539.85,522.17,1334.01,1309.91,1139.32,904.72,1574.39,1534.57,1247.79,1164.65,1409.75,1092.50,964.39,1604.75,1346.31,467.57,812.53,332.85,1329.36,1297.99,335.30,1217.32,1322.07,691.00,1175.46,1117.83,706.10,1211.18,1456.19,1276.65,747.23,1665.49,693.81,374.72,1286.49,1164.76,846.83,1295.70,1167.80,425.18
2020,737.57,1692.80,566.20,195.11,1535.20,309.73,275.26,1238.09,1440.70,1441.18,1591.14,1598.88,1781.34,492.36,1162.79,1203.44,851.48,680.49,1494.06,1639.04,1041.49,1443.00,1164.87,956.42,653.42,1611.34,1163.28,372.42,503.52,180.89,1066.28,1415.48,212.82,1066.90,1691.36,363.99,1122.76,960.47,695.12,1231.18,1236.22,1561.68,400.07,1685.69,619.72,212.44,1033.17,1502.30,1035.79,1477.12,906.66,242.18
2021,746.83,1764.78,563.84,297.34,1328.59,514.39,424.23,1403.96,1202.11,1048.03,1574.72,1436.77,1875.76,439.24,1079.30,1206.41,789.20,708.54,1435.81,1686.90,1118.10,1150.67,1355.79,838.54,634.31,1747.46,1153.72,318.67,605.59,240.47,1256.55,1342.16,334.40,1200.96,1270.70,408.67,1105.99,865.63,713.23,1182.65,1399.95,1306.97,470.13,1563.83,710.53,326.04,1237.66,1074.71,1043.01,1152.35,716.97,324.74
